file;Date;team;DomExt;period;time;athletenum;athletename;action;score;team_adv;position_tir;nb_def_reb;nb_att_reb;nb_att_0;nb_att_1;nb_att_2;nb_att_3;nb_att_4;nb_att_5;nb_att_6;nb_att_tot;score off;trans;score trans;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;MHP Riesen Ludwigsburg;Ext;Q3;01:42;30;Kelan Martin;defensive rebound;42;Le Mans;3;2;2;;2;;1;;;2;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;MHP Riesen Ludwigsburg;Ext;Q3;00:24;4;David McCray;defensive rebound;44;Le Mans;1;2;2;;2;;;;2;1;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;Le Mans;Dom;Q4;09:39;10;Valentin Bigote;defensive rebound;48;MHP Riesen Ludwigsburg;1;2;1;1;1;1;1;;;1;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;Le Mans;Dom;Q4;08:28;11;Terry Tarpey;defensive rebound;53;MHP Riesen Ludwigsburg;5;4;3;;3;1;;;1;;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;Le Mans;Dom;Q4;08:03;12;Petr Cornelie;offensive rebound;53;MHP Riesen Ludwigsburg;2;3;2;;2;;1;;;2;5;0;;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;MHP Riesen Ludwigsburg;Ext;Q4;07:29;5;Owen Klassen;defensive rebound;46;Le Mans;1;2;1;1;1;;;;;3;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;Le Mans;Dom;Q4;06:44;10;Valentin Bigote;defensive rebound;53;MHP Riesen Ludwigsburg;5;4;2;;2;1;;1;;1;5;;o;2;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;MHP Riesen Ludwigsburg;Ext;Q4;05:55;21;Malcolm Hill;defensive rebound;46;Le Mans;5;2;0;;1;1;;1;;2;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;MHP Riesen Ludwigsburg;Ext;Q4;05:26;4;David McCray;defensive rebound;46;Le Mans;1;3;2;;2;1;;;;2;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;MHP Riesen Ludwigsburg;Ext;Q4;04:59;1;Jordon Crawford;defensive rebound;46;Le Mans;1;1;1;1;1;1;;1;;1;5;;o;2;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;Le Mans;Dom;Q4;04:13;11;Terry Tarpey;defensive rebound;55;MHP Riesen Ludwigsburg;5;3;2;;2;2;;;1;;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;MHP Riesen Ludwigsburg;Ext;Q4;02:52;5;Owen Klassen;defensive rebound;50;Le Mans;5;2;2;;2;;;;1;2;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;MHP Riesen Ludwigsburg;Ext;Q4;02:39;4;David McCray;defensive rebound;50;Le Mans;2;2;1;1;1;1;;;;2;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;Le Mans;Dom;Q4;01:54;9;Demitrius Conger;defensive rebound;57;MHP Riesen Ludwigsburg;1;2;1;1;1;;;;;3;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;Le Mans;Dom;Q4;01:06;21;Michael Thompson;defensive rebound;61;MHP Riesen Ludwigsburg;3;4;2;;;2;;;1;2;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;Le Mans;Dom;Q4;00:25;23;Cameron Clark;defensive rebound;63;MHP Riesen Ludwigsburg;5;3;2;;2;1;;1;;1;5;;n;;;;;;
18-19_game_2310_Le-Mans-MHP-Riesen-Ludwigsburg.html;23/10/2018;MHP Riesen Ludwigsburg;Ext;Q4;00:05;30;Kelan Martin;defensive rebound;54;Le Mans;1;2;1;;1;2;;;;2;5;;o;0;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q1;09:32;1;Roderick Odom;defensive rebound;0;UCAM Murcia;2;4;2;;2;2;;;;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q1;09:21;17;Ilya Popov;offensive rebound;0;UCAM Murcia;1;3;1;;1;1;1;;;2;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q1;09:07;13;Dmitrii Uzinskii;defensive rebound;0;UCAM Murcia;1;3;3;;3;;1;;1;;5;;o;0;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q1;08:59;17;Ilya Popov;offensive rebound;0;UCAM Murcia;3;4;3;;3;;1;;;1;5;3;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q1;08:24;9;Charlon  Kloof;defensive rebound;0;Nizhny Novgorod;5;4;2;;2;1;;;1;1;5;;o;0;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q1;07:15;24;Kevin Tumba;offensive rebound;2;Nizhny Novgorod;6;3;3;;3;;;;;2;5;2;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q1;05:18;4;Artem Komolov;defensive rebound;5;UCAM Murcia;1;4;3;1;2;;;1;;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q1;04:58;55;Kendrick Perry;offensive rebound;5;UCAM Murcia;2;4;3;;3;;1;;1;;5;;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q1;04:47;9;Charlon  Kloof;defensive rebound;8;Nizhny Novgorod;5;3;1;;1;1;;;1;2;5;;o;2;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q1;04:07;55;Kendrick Perry;defensive rebound;8;UCAM Murcia;3;2;2;;2;;1;;;2;5;;o;0;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q1;03:11;15;Emanuel Cate;offensive rebound;12;Nizhny Novgorod;1;2;1;0;1;3;;;;1;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q1;03:01;35;Milton Doyle;offensive rebound;12;Nizhny Novgorod;1;4;3;;3;;;1;;1;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q1;02:53;1;Roderick Odom;defensive rebound;8;UCAM Murcia;5;3;2;;1;1;;;;3;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q1;01:57;44;Evgenii Baburin;defensive rebound;8;UCAM Murcia;1;3;2;;2;;;;2;1;5;;o;0;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q1;01:46;16;Marcos Delia;defensive rebound;14;Nizhny Novgorod;3;3;3;;2;1;1;;;1;5;;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q1;01:38;15;Emanuel Cate;offensive rebound;14;Nizhny Novgorod;5;2;1;;1;1;;;1;2;5;2;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q1;01:26;17;Ilya Popov;offensive rebound;8;UCAM Murcia;4;4;2;;1;1;;;;3;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q1;00:19;16;Marcos Delia;defensive rebound;19;Nizhny Novgorod;1;2;2;;3;;;;1;1;5;;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;09:25;15;Emanuel Cate;offensive rebound;19;Nizhny Novgorod;2;2;2;;2;2;;;;1;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q2;08:35;6;Aleksandr Gudumak;defensive rebound;14;UCAM Murcia;6;2;1;;;;;;2;2;4;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;07:54;35;Milton Doyle;offensive rebound;19;Nizhny Novgorod;1;3;3;;2;1;;;2;;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q2;07:47;6;Aleksandr Gudumak;defensive rebound;16;UCAM Murcia;1;4;2;;2;1;;;;2;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q2;07:06;44;Evgenii Baburin;defensive rebound;18;UCAM Murcia;2;4;2;;2;2;;;;1;5;;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;06:00;24;Kevin Tumba;offensive rebound;19;Nizhny Novgorod;3;2;2;;2;;1;;;2;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;05:53;24;Kevin Tumba;offensive rebound;19;Nizhny Novgorod;5;4;3;;3;;;;;2;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;05:23;35;Milton Doyle;defensive rebound;19;Nizhny Novgorod;1;5;2;;2;1;;1;;1;5;;o;2;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;04:44;24;Kevin Tumba;defensive rebound;21;Nizhny Novgorod;6;3;3;;2;;;1;;2;5;;o;0;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;04:27;24;Kevin Tumba;defensive rebound;21;Nizhny Novgorod;5;3;3;;3;;;;;2;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q2;04:07;44;Evgenii Baburin;defensive rebound;22;UCAM Murcia;1;2;1;1;1;1;;;;2;5;;o;0;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;03:36;24;Kevin Tumba;offensive rebound;21;Nizhny Novgorod;2;4;3;;3;1;;;;1;5;1;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;02:45;24;Kevin Tumba;defensive rebound;24;Nizhny Novgorod;3;4;2;;2;;1;1;;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;01:18;9;Charlon  Kloof;defensive rebound;27;Nizhny Novgorod;1;5;2;;2;1;;1;1;;5;;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q2;01:11;1;Roderick Odom;defensive rebound;27;UCAM Murcia;6;3;2;;2;;;1;1;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q2;00:40;13;Dmitrii Uzinskii;defensive rebound;27;UCAM Murcia;1;3;2;;2;1;1;0;;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q2;00:27;16;Marcos Delia;defensive rebound;27;Nizhny Novgorod;4;4;2;;1;1;;1;1;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;09:32;9;Charlon  Kloof;offensive rebound;27;Nizhny Novgorod;1;3;3;;3;1;;;;1;5;2;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;09:13;0;Ovie Soko;defensive rebound;29;Nizhny Novgorod;3;4;3;;3;1;;;;1;5;;o;0;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;09:06;0;Ovie Soko;offensive rebound;29;Nizhny Novgorod;4;3;2;;2;;;1;;2;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q3;08:53;1;Roderick Odom;defensive rebound;27;UCAM Murcia;1;3;2;;2;1;;;;2;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;08:20;27;Sadiel Rojas;offensive rebound;29;Nizhny Novgorod;3;4;3;;2;1;;;1;1;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;08:17;24;Kevin Tumba;offensive rebound;29;Nizhny Novgorod;1;5;3;;3;;;;;2;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q3;08:13;17;Ilya Popov;defensive rebound;29;UCAM Murcia;1;5;3;;3;;;;;2;5;;o;0;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q3;08:09;1;Roderick Odom;offensive rebound;29;UCAM Murcia;3;3;3;;3;;1;;;1;5;2;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;07:47;35;Milton Doyle;offensive rebound;29;Nizhny Novgorod;1;3;1;;1;2;;;1;1;5;2;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;05:46;16;Marcos Delia;offensive rebound;36;Nizhny Novgorod;1;5;3;;3;;;;;2;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;05:04;0;Ovie Soko;defensive rebound;36;Nizhny Novgorod;5;4;3;;3;;;;;2;5;;o;0;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;04:48;35;Milton Doyle;defensive rebound;36;Nizhny Novgorod;3;3;2;;2;;1;1;;1;5;;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q3;04:29;13;Dmitrii Uzinskii;defensive rebound;32;UCAM Murcia;1;2;0;1;;;2;;;2;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;04:02;3;Alex Urtasun;defensive rebound;36;Nizhny Novgorod;2;2;2;;2;2;;;1;;5;;o;2;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q3;03:29;1;Roderick Odom;offensive rebound;32;UCAM Murcia;5;3;3;;2;2;;;;1;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;02:53;3;Alex Urtasun;defensive rebound;39;Nizhny Novgorod;4;4;3;;3;;;;;2;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;02:27;0;Ovie Soko;defensive rebound;39;Nizhny Novgorod;5;4;3;;2;1;;;1;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;01:17;3;Alex Urtasun;offensive rebound;42;Nizhny Novgorod;6;1;1;;1;1;1;1;;1;5;2;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;00:53;35;Milton Doyle;defensive rebound;44;Nizhny Novgorod;1;4;2;;2;;;;2;1;5;;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q3;00:42;0;Ovie Soko;offensive rebound;44;Nizhny Novgorod;1;2;1;;2;;1;1;1;;5;2;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q3;00:24;4;Artem Komolov;offensive rebound;35;UCAM Murcia;1;4;2;;2;2;;;;1;5;2;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q4;09:16;21;Sergey Toropov;offensive rebound;37;UCAM Murcia;1;5;3;;3;;1;;;1;5;2;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q4;08:34;0;Ovie Soko;defensive rebound;51;Nizhny Novgorod;3;3;2;;2;1;;1;;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q4;07:56;24;Kevin Tumba;defensive rebound;54;Nizhny Novgorod;1;4;2;;2;1;;1;;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q4;05:50;44;Evgenii Baburin;offensive rebound;44;UCAM Murcia;5;4;3;;2;1;;;1;1;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q4;03:39;24;Kevin Tumba;offensive rebound;65;Nizhny Novgorod;6;4;2;;2;;;;2;1;5;0;;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;Nizhny Novgorod;Dom;Q4;03:22;12;Georgy Zhbanov;defensive rebound;49;UCAM Murcia;1;5;4;;4;;;;;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q4;01:21;9;Charlon  Kloof;defensive rebound;71;Nizhny Novgorod;1;4;2;1;2;;;1;;1;5;;n;;;;;;
18-19_game_2310_Nizhny-Novgorod-UCAM-Murcia-CB.html;23/10/2018;UCAM Murcia;Ext;Q4;00:19;16;Marcos Delia;defensive rebound;72;Nizhny Novgorod;5;5;3;;2;1;;;1;1;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;09:43;14;Gasper Vidmar;offensive rebound;0;Opava;1;2;2;;2;;1;1;;1;5;0;;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q1;09:35;4;Rostislav Dragoun;defensive rebound;0;Umana Reyer Venezia;5;2;1;;1;1;;1;;2;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;08:55;14;Gasper Vidmar;offensive rebound;0;Opava;6;2;1;;1;2;;;;2;5;0;;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q1;08:54;14;Martin Gniadek;defensive rebound;2;Umana Reyer Venezia;1;4;2;;2;;1;;;2;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;08:43;5;Julyan Stone;defensive rebound;0;Opava;3;4;3;;3;1;1;;;;5;;o;2;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;07:35;9;Austin Daye;defensive rebound;4;Opava;1;4;1;;1;2;;;1;1;5;;o;2;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;06:33;5;Julyan Stone;defensive rebound;8;Opava;1;2;1;;1;;;1;2;1;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;05:43;6;Michael Bramos;defensive rebound;11;Opava;1;3;2;;1;1;;;2;1;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;05:30;14;Gasper Vidmar;offensive rebound;11;Opava;1;2;2;;2;;;;1;2;5;2;;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;05:09;5;Julyan Stone;defensive rebound;13;Opava;4;5;3;;4;;;;;1;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;04:03;5;Julyan Stone;defensive rebound;19;Opava;6;4;3;;3;;;1;;1;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;02:50;50;Mitchell Watt;defensive rebound;25;Opava;6;2;2;;2;;;1;;2;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q1;02:37;4;Rostislav Dragoun;defensive rebound;14;Umana Reyer Venezia;6;3;2;;1;1;;2;;1;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;02:24;22;Valerio Mazzola;defensive rebound;25;Opava;1;4;3;;3;;;;2;;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;01:32;7;Stefano Tonut;offensive rebound;27;Opava;3;4;2;;1;1;1;;;2;5;0;;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q1;00:45;22;Valerio Mazzola;defensive rebound;27;Opava;3;3;2;;1;1;1;;;1;4;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q2;08:28;6;Michael Bramos;defensive rebound;35;Opava;1;4;2;;2;1;;;;2;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q2;08:17;23;Ludek Jurecka;defensive rebound;19;Umana Reyer Venezia;2;3;0;1;;1;1;;1;1;5;;o;0;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q2;08:08;7;Stefano Tonut;defensive rebound;35;Opava;6;4;3;;3;;;;;2;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q2;06:04;8;Jan Svandrlik;offensive rebound;25;Umana Reyer Venezia;3;4;3;;4;;1;;;;5;0;;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q2;06:00;50;Mitchell Watt;defensive rebound;40;Opava;1;4;3;;4;1;;;;;5;;o;2;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q2;05:20;7;Stefano Tonut;defensive rebound;42;Opava;1;1;2;;2;;;;;3;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q2;04:26;24;Jakub Sirina;offensive rebound;27;Umana Reyer Venezia;1;1;1;;2;;;;;3;5;2;;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q2;03:35;19;Paul Biligha;defensive rebound;47;Opava;1;3;1;1;1;1;;;;2;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q2;03:24;14;Martin Gniadek;defensive rebound;29;Umana Reyer Venezia;1;3;1;1;1;;1;;1;1;5;;o;0;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q2;02:41;15;Vaclav Bujnoch;defensive rebound;32;Umana Reyer Venezia;6;4;3;0;3;;;;2;;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q2;02:27;9;Austin Daye;defensive rebound;47;Opava;5;3;3;;3;1;;;;1;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q2;01:24;7;Stefano Tonut;defensive rebound;49;Opava;5;4;3;;1;2;;1;1;;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q2;00:27;15;Vaclav Bujnoch;defensive rebound;36;Umana Reyer Venezia;2;3;2;;2;1;1;;;1;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q3;08:36;14;Martin Gniadek;defensive rebound;36;Umana Reyer Venezia;1;3;1;;1;;;;3;1;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q3;08:11;4;Rostislav Dragoun;offensive rebound;36;Umana Reyer Venezia;3;3;3;;1;;1;;;1;3;0;;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q3;08:03;14;Gasper Vidmar;defensive rebound;56;Opava;6;4;2;;2;;;1;1;1;5;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q3;07:09;14;Martin Gniadek;defensive rebound;39;Umana Reyer Venezia;3;3;3;;3;;1;;;1;5;;o;0;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Opava;Dom;Q3;06:33;24;Jakub Sirina;defensive rebound;39;Umana Reyer Venezia;6;4;1;;1;1;;;1;1;4;;n;;;;;;
18-19_game_2310_Opava-Umana-Reyer-Venezia.html;23/10/2018;Umana Reyer Venezia;Ext;Q3;06:26;9;Austin Daye;defensive rebound;58;Opava;1;3;3;;2;;;;;1;3;;n;;;;;;
